,SOCN_Schneider.lag1,SOCN_Schneider.lag2,SOCN_Schneider.lag3,SOCN_Schneider.lag4,SOCN_Schneider.lag5,SOCN_Schneider.lag6,SOCN_Schneider.lag7,SOCN_Schneider.lag8,SOCN_Schneider.lag9,SOCN_Schneider.lag10,SOCN_Schneider.lag11,SOCN_Schneider.lag12,SOCN_Schneider.lag13,SOCN_Schneider.lag14,SOCN_Schneider.lag15,SOCN_Schneider.lag16,SOCN_Schneider.lag17,SOCN_Schneider.lag18,SOCN_Schneider.lag19,SOCN_Schneider.lag20,SOCN_Schneider.lag21,SOCN_Schneider.lag22,SOCN_Schneider.lag23,SOCN_Schneider.lag24,SOCN_Schneider.lag25,SOCN_Schneider.lag26,SOCN_Schneider.lag27,SOCN_Schneider.lag28,SOCN_Schneider.lag29,SOCN_Schneider.lag30,SOCN_Grantham.lag1,SOCN_Grantham.lag2,SOCN_Grantham.lag3,SOCN_Grantham.lag4,SOCN_Grantham.lag5,SOCN_Grantham.lag6,SOCN_Grantham.lag7,SOCN_Grantham.lag8,SOCN_Grantham.lag9,SOCN_Grantham.lag10,SOCN_Grantham.lag11,SOCN_Grantham.lag12,SOCN_Grantham.lag13,SOCN_Grantham.lag14,SOCN_Grantham.lag15,SOCN_Grantham.lag16,SOCN_Grantham.lag17,SOCN_Grantham.lag18,SOCN_Grantham.lag19,SOCN_Grantham.lag20,SOCN_Grantham.lag21,SOCN_Grantham.lag22,SOCN_Grantham.lag23,SOCN_Grantham.lag24,SOCN_Grantham.lag25,SOCN_Grantham.lag26,SOCN_Grantham.lag27,SOCN_Grantham.lag28,SOCN_Grantham.lag29,SOCN_Grantham.lag30
DVU1246,72.180507,82.010172,69.629546,70.644063,78.754331,71.883524,75.811379,71.347861,68.746567,71.141386,72.39238,76.28775,70.657586,68.857103,74.211348,74.747087,67.339941,70.286614,74.079645,73.201231,72.213993,67.910289,73.013935,72.48873,70.75611,70.301107,65.232274,67.82413,70.878719,62.054258,2380335,2755558,2231172,2297911,2464168,2423115,2500728,2252807,2177106,2343443,2338430,2381118,2364301,2389543,2313822,2478426,2168465,2056737,2297945,2367783,2297079,2304177,2320348,2402956,2255654,2301122,2136952,2250721,2332601,2023712
DVU1247,111.126123,89.455918,95.870305,95.064457,82.30593,94.67413,92.070403,89.72148,101.447474,89.438062,97.806668,96.150638,91.688205,92.311735,98.4255,90.892436,95.028871,90.752572,88.096068,88.601888,91.72554,93.623499,91.213443,87.601216,93.395518,84.230738,96.394744,86.48606,90.717843,89.4922,2206574,1977021,2055067,2033924,1988180,1955584,2144746,2049502,2261993,2108456,2171565,2095486,2069280,1941249,2087887,2054091,2152516,1937152,1924543,1923110,1972993,1946642,1876947,1946036,1952137,1895712,2019606,1859046,2024870,1960278
DVU1248,210.559068,220.279456,202.089881,206.974785,202.808148,214.740277,197.551792,202.012115,209.323075,208.836292,209.027323,210.541621,205.681346,201.359624,202.793375,205.325755,200.239017,210.778633,208.144033,191.358595,203.546282,194.29499,195.992551,196.117347,200.094163,192.975379,191.090325,206.37612,198.42851,188.608429,5534048,5643239,5657218,5234114,5673226,5647417,5219832,5290264,5592775,5463909,5199608,5483076,5310371,5042377,5193347,5351824,5183522,5302687,5365341,5098787,5182105,5204724,5124004,5264716,5086160,5102692,5174068,5113870,5083457,4967606
DVU1249,105.546063,107.783256,102.704724,97.166825,107.72737,108.995636,101.469343,101.374829,109.28263,111.151787,97.688382,107.21891,102.502283,101.297655,104.940109,107.189875,103.208513,108.016708,106.431506,102.917109,107.555624,98.298208,101.367357,94.068836,94.381933,95.854947,95.500628,97.342349,99.079135,98.634452,3034563,3176633,2895309,2987751,3048368,3185775,3090706,2913513,3049073,3076836,2893246,2793572,3034195,2836549,2799275,3031209,2941996,3012110,3031749,2824355,3099864,2861253,2759805,2629965,2665565,2642831,2601154,2811149,2739490,2868794
DVU1250,81.386117,81.799185,78.83799,77.003558,73.223943,74.441911,72.106055,72.771838,77.819171,76.372624,73.079807,68.705081,70.406058,73.990759,69.177123,72.859441,71.671445,68.120316,73.931649,73.233097,71.878925,64.051483,64.134533,71.278639,63.563233,65.444772,71.873093,71.937011,60.80974,62.848525,2241555,2171440,2090142,2140501,2057013,2004890,1992283,2001026,1981528,2140820,2061884,2124880,1940661,2009728,2034022,1909630,1921307,1857859,2086943,1775621,2068559,1633555,1813860,1855705,1845566,1781431,2042870,1886846,1623248,1777131
DVU1251,28.603421,31.259045,23.216338,27.646724,33.160599,26.388646,25.511723,29.760199,22.257555,22.280766,24.640493,20.925428,22.024559,29.066963,21.427012,23.762849,26.641307,17.860523,19.2464,23.63804,19.477129,19.63816,21.205266,19.416968,16.776517,22.56613,20.71964,16.125647,19.88259,17.227352,685722,793482,587092,623525,731024,634880,600330,696458,605409,557938,602242,515874,528726,669942,566453,578414,538180,420677,524082,558576,429251,504787,488572,423030,396324,561666,434502,345477,531538,392266
DVU1252,242.422507,242.648679,244.353154,233.27496,235.94003,248.551901,249.217583,238.213294,241.353641,245.988531,248.252325,243.22976,256.747623,246.659417,242.169367,243.726581,242.36529,244.278518,244.969308,243.230741,242.35324,244.450914,244.700048,243.653136,238.238865,228.5072,233.558558,232.253696,230.081059,237.441125,7444250,7175425,7382102,6977426,7320313,7603981,7170933,6934985,7093261,7323011,7274320,7029417,7474402,7205617,7073607,7119993,7061690,7108743,7187080,7196333,7095946,7399966,7365669,7236033,7266042,6912967,6907941,6760120,6594665,6993254
DVU1253,16.060588,14.681196,13.976504,15.254196,13.410572,13.415291,11.051022,12.820421,9.335955,12.768811,8.91477,9.941475,12.24166,6.171203,11.605504,9.675332,8.207763,8.344329,8.803843,7.562377,6.867258,8.329287,4.137243,6.547347,4.297391,6.035053,7.310681,4.72273,5.705979,4.462826,323383,334874,266657,300315,293685,281601,231298,261754,224099,262776,215881,201868,267238,193162,220280,230507,180147,147203,169293,188361,154118,156077,137821,147253,113325,120844,147205,111677,118735,74009
DVU1254,57.629832,64.142516,59.65252,55.68417,63.286344,55.567686,54.266712,59.018835,57.637666,55.828995,55.182291,55.856439,54.537795,52.966828,49.567685,51.715803,58.724129,51.802824,50.634729,54.726271,51.627629,46.09686,48.223356,50.270163,46.251122,53.551081,47.645647,45.405065,46.132455,54.052961,1393130,1530837,1553337,1403740,1354062,1389924,1414259,1518955,1429221,1320530,1297338,1224987,1405326,1404055,1352918,1305591,1409499,1392487,1157067,1372101,1251442,1138152,1213595,1331770,1250130,1317411,1231736,1334630,1154767,1318105
DVU1255,66.413363,69.110418,62.463438,62.202367,68.127478,63.883257,65.173846,60.645172,65.536067,62.736397,58.106088,59.980816,62.762677,62.600119,59.937093,63.258213,67.093741,65.050673,64.671101,65.510762,61.415033,63.849874,54.732366,59.149432,59.723669,56.170688,55.952835,61.001037,56.342553,60.208867,1999917,2064945,1936901,1885537,2093383,1994743,1856760,1725713,1902312,1834825,1754351,1872707,1946229,1771245,1777699,1846826,1925356,1810756,1796995,1858570,1830712,1792796,1626652,1798685,1640013,1685496,1729240,1789958,1712579,1772754
DVU1256,123.68563,130.174328,127.788442,130.790934,133.577284,123.723325,128.645452,132.252356,124.539364,124.528285,122.719366,118.300767,124.849126,120.803332,131.040485,119.801671,121.299479,122.094564,120.08487,121.733036,119.109888,125.44084,122.261737,123.112603,121.700746,126.352992,127.37626,121.006452,117.670421,111.7567,3708908,3889025,3492613,3919207,3978194,3602883,3803008,3889265,3690673,3548352,3603359,3670057,3599641,3696736,3608682,3487169,3583296,3517980,3283808,3520106,3459902,3647251,3616458,3611455,3563083,3658852,3700441,3574729,3444063,3400246
DVU1257,42.098759,39.763595,30.98344,35.424091,37.098587,32.168878,30.875221,40.369301,38.765175,31.581145,31.223371,36.131482,28.167917,32.778022,36.872706,29.591081,24.137482,30.62399,32.470562,25.790169,31.059906,25.555408,25.87988,21.575982,29.144561,29.885626,21.282528,30.52277,24.879247,24.487675,995910,832024,757475,893051,844498,730686,811311,867144,838254,732482,744128,718512,678944,761750,787768,672428,648310,727437,693476,686978,744011,539163,638415,491069,665839,624725,506522,637315,543110,561209
DVU1258,261.300332,274.04753,263.549561,261.061539,274.727517,260.29305,261.300077,256.800974,259.672233,254.448621,258.423699,252.950043,261.895099,245.298019,255.388744,256.233419,259.849772,249.660219,258.093626,256.665584,246.26919,244.641869,250.820071,256.594889,257.739271,244.810433,265.17061,254.223286,254.616209,257.754269,7291090,7599913,7166907,7164152,7321756,7232540,6728348,6797910,6762139,7154082,7069211,7053996,7049615,6853116,6796322,6931228,7109266,6686496,7166037,7114426,6661413,6776871,6665822,6966015,6947337,6830654,6902068,6804919,6902990,6865287
DVU1259,7.812415,9.519102,9.861783,8.140847,8.02654,7.56586,6.102984,7.406405,7.652658,6.968788,5.996163,6.505808,6.583356,5.839645,5.329177,6.106212,4.530993,4.182625,2.922771,3.058717,2.973597,0.648214,2.789976,2.375343,2.605758,1.375694,1.618071,0.866422,1.116095,1.024221,236420,273801,309916,261469,230923,204419,214018,287557,251642,218963,151581,179262,197924,235866,183037,189194,119596,147232,111004,113227,100811,49248,90394,72038,76279,34766,47640,15666,21622,19034
DVU1260,151.59665,130.065715,147.170889,137.271317,144.778819,132.644839,146.405391,138.455905,142.892538,150.207579,137.183005,139.519225,143.262392,138.620032,141.951153,136.716054,134.284294,130.975632,136.242496,132.907021,131.401844,138.869546,137.442957,130.753936,136.376818,136.490085,142.711633,134.74909,131.352626,129.799865,4625778,4068414,4634622,4187443,4313259,3981132,4341765,4207401,4078321,4459559,4210592,4099069,4380788,3945829,4294058,3995490,4227321,4011628,4179429,4017774,4006503,4342161,4141474,4130321,3804885,4184595,4261329,3933482,4176990,3777858
DVU1261,201.763746,224.203182,205.558979,196.523063,215.227822,212.82707,199.00921,215.849399,210.957747,205.447338,193.402113,194.861993,204.566699,198.935377,201.686027,203.228959,210.050711,201.814424,204.465882,208.142293,213.450495,203.731566,199.326004,195.970764,202.170276,205.993136,199.090673,192.554902,195.626888,201.23644,5378031,5663277,5118572,5369976,5813206,5413084,5374139,5791253,5508322,5272382,5031308,5196506,5192450,5156725,5194514,5049476,5175553,5078369,5199003,5451295,5609642,5198585,5323564,5155972,4980720,5284196,5078145,4978414,5167422,5129092
DVU1262,132.976328,144.871572,129.580543,142.543953,144.09437,134.70852,132.827585,136.57002,127.233262,133.979336,140.583446,131.43958,135.403543,127.311863,123.012031,128.308317,127.77263,127.504513,131.025345,129.889918,123.600885,132.077672,121.421738,116.769492,122.319476,128.588042,130.628325,118.389052,122.396896,127.974986,3380685,3574507,3321699,3454687,3640413,3431506,3257836,3327731,3253561,3432302,3345085,3090411,3532812,3310361,3104207,3192047,3232669,3304308,3210627,3397804,3074736,3232489,2928257,3045806,3103700,3195294,3201600,3037569,3037447,3154083
DVU1263,75.30239,71.642387,78.423167,78.28699,73.824041,75.442562,80.278863,78.743226,78.980079,88.048531,78.434747,76.445145,75.409055,80.536668,78.784515,76.52933,79.525285,72.769688,78.467981,74.221928,77.949366,73.020981,73.845541,77.88179,68.642739,77.130618,70.892339,73.650108,71.282567,76.635794,2716600,2622637,2693596,2760970,2652526,2629706,2854911,2754467,2907338,2982830,2723596,2600774,2673949,2593167,2644229,2694293,2532711,2609511,2570230,2480097,2754200,2423785,2479307,2751380,2266712,2695130,2365308,2506627,2424981,2449434
DVU1264,94.234087,96.414328,91.006715,84.804373,89.977534,89.483094,99.866437,88.135147,90.641916,87.993626,92.975748,92.071879,92.254127,89.375636,95.612809,88.58909,89.954124,88.419912,90.142276,86.488992,84.884706,91.624312,95.565406,80.28067,84.147916,81.835,83.935752,87.493129,83.427777,83.189793,2243543,2363262,2241794,2295056,2529230,2197538,2425731,2252160,2251270,2203283,2331891,2266762,2318133,2313480,2401536,2277268,2267851,2234027,2320893,2090720,2112915,2189356,2351046,1949567,2057572,1988069,2031443,2101340,2026207,1828490
DVU1265,76.504482,75.155402,76.181041,68.544079,77.984613,71.747186,69.676544,76.109991,68.465842,67.22937,66.408332,68.365656,73.206948,69.65527,65.12375,67.195911,72.021158,78.69417,73.805077,75.903153,64.703256,71.262104,71.928525,72.236772,69.935206,65.666256,63.511467,68.925616,74.730137,72.919924,1906500,2100505,1807742,1831815,1899190,1944591,1873504,1786626,1796166,1834448,1786672,1837760,1892025,1838123,1813325,1797006,1871614,1931025,1908996,1883166,1700751,1832336,1983872,1803830,1869970,1827842,1640692,1737214,1867408,1810544
DVU1266,356.7323,359.019028,370.790806,374.322803,374.595697,360.983133,364.503004,357.386303,369.321885,359.179647,366.36757,356.485031,358.074244,356.404463,362.180616,355.61835,364.515058,368.352748,365.012111,364.063551,354.894026,363.744544,373.745655,350.994497,360.471453,364.838888,369.435147,366.358755,366.031789,353.697079,10279863,10451726,10880090,11066815,10999322,10842297,10775731,10617089,10753126,10566754,10718120,10951524,10731943,10420221,10533976,10338939,10400722,11038384,10570456,10745379,10512281,10763645,10972361,10269494,10435097,10717817,10837663,10788605,10750075,10346388
DVU1267,68.730211,72.71271,67.257595,59.455978,69.401787,69.733528,59.809894,63.21871,63.724636,64.769494,63.281044,62.393694,62.065408,64.939048,66.921023,58.248978,60.330119,63.216255,65.678304,60.622954,59.582615,65.362676,59.940512,57.040989,57.937912,64.307132,61.595433,59.699306,58.465498,62.012922,1961792,2120812,1934006,1735450,2069643,2158634,1746353,1817560,1893991,2055928,1674448,1963971,1827746,1827374,1672396,1882723,1948831,1784620,2073640,1839699,1805186,1787653,1921255,1763034,1690588,1963057,1926418,1870478,1669549,1826691
DVU1268,43.912392,44.905846,42.650067,42.277521,40.455774,39.37103,40.755887,41.412968,42.88408,44.028436,37.340967,40.028272,40.267454,38.067328,39.089589,35.01135,39.021165,34.449696,37.65013,38.334858,34.698847,33.27996,36.725205,30.89319,39.32049,35.725975,31.670089,35.954277,31.335888,32.886082,1153776,1131604,1217667,1145734,1156857,1139331,1209935,1047645,1156221,1040160,1031318,1011864,1111719,1094530,1104504,1041986,1138595,1010331,958807,960235,988726,883664,1039581,906290,1106270,992589,951352,1021347,970814,852388
DVU1269,15.482409,16.309961,13.678347,15.562446,14.601541,11.342905,13.740184,14.093018,11.148438,13.303858,13.048721,7.138743,10.437662,12.403737,9.244808,11.898843,10.735931,7.119439,8.794375,9.702402,6.414623,9.033076,7.662852,5.291526,5.709639,7.152386,5.748275,4.659025,5.291353,2.519222,337759,416400,329012,341657,372607,318180,343462,353890,291179,368037,357207,217442,255710,327746,275480,306495,266204,216244,242838,220858,136808,207338,199648,113935,99824,158119,147551,110132,136480,120968
DVU1270,158.956906,167.545275,156.654973,153.759599,151.710379,152.75641,160.118472,158.510866,150.294175,155.747879,155.146323,152.6527,149.789931,145.943092,149.268253,145.134386,149.206504,148.267717,157.332784,147.580601,153.513416,151.888716,147.49594,151.079574,147.866524,151.350233,146.92595,145.933375,143.652427,141.701205,4066289,4294330,4009665,3988992,4116866,3983311,3970117,3909542,3713032,4075241,3921114,3651536,3721689,3859173,3772309,3588068,3784583,3925198,4006225,3731462,3931672,3638095,3606189,3748826,3628994,3707455,3778087,3710364,3496155,3623102
DVU4015,30.172148,31.0972,27.395873,30.091262,28.378306,29.337365,26.906675,28.195413,30.486248,27.752433,25.883108,27.854148,30.692569,29.067646,29.514984,26.784109,26.608184,26.199366,21.279116,24.222811,25.823476,25.59145,25.888332,23.363714,23.984717,21.141935,21.744418,23.405794,22.150093,18.961935,1082186,964600,971763,946793,918174,1011392,885234,978970,939098,870771,808206,931598,951536,927585,884663,850995,878846,880149,830296,752332,853156,755051,841717,775451,765358,707590,779648,731478,742257,731811
DVU1271,133.993537,130.492467,121.668666,124.023526,139.498441,121.969922,131.597623,131.164077,132.77112,124.950999,139.612223,136.501945,134.621735,127.179052,134.759188,139.981813,133.899439,131.505882,144.604772,124.843671,134.050282,141.679713,131.569898,124.955807,141.166999,128.20875,129.85813,132.021908,133.114982,133.856648,3600978,3729140,3432185,3316350,3667915,3526579,3545199,3570631,3633723,3412101,3621151,3690837,3577265,3382000,3430923,3686089,3439779,3556343,3785068,3473098,3433985,3619236,3505233,3350175,3691690,3402988,3424348,3542572,3439517,3293313
DVU1272,213.614607,206.176621,204.533598,198.941207,198.278461,198.905604,197.190654,198.44343,206.631053,196.34875,197.027991,204.02207,195.729807,197.872475,196.533492,205.922109,189.401014,187.363477,200.309062,197.35071,211.733116,186.001606,200.967716,192.555986,195.669498,189.383615,195.844911,184.511698,195.52823,188.483244,5687363,5617757,5412330,5367175,5612627,5515021,5361282,5407979,5287184,5071592,5483290,5418424,5416304,5403420,5652748,5255992,5201042,5027530,5538732,5120425,5471568,5215214,5403839,5104385,4993704,5011439,5352667,5163883,5276337,5154360
DVU1273,173.639728,171.972488,169.708906,181.343243,183.106166,180.346585,186.156944,185.402541,171.491917,179.361498,169.81726,179.236731,166.248808,176.448038,172.318974,174.583155,174.596627,175.057127,175.705188,185.953478,164.899547,175.080942,172.358403,172.468431,176.600632,173.086749,171.644631,175.958444,168.1103,171.46169,4722256,4632144,4836137,4758291,4926744,4927332,4781574,4674509,4294450,4807595,4739930,4690633,4421713,4740960,4664253,4615499,4422927,4653419,4776731,4728023,4316189,4333364,4442128,4367582,4663390,4535686,4248383,4823760,4488838,4682881
DVU1274,38.393491,40.998595,40.067261,38.182565,37.159524,38.348367,37.047202,33.908807,40.104693,39.186735,36.440379,31.999999,34.331049,37.093122,37.82559,32.772759,38.022793,37.585197,32.577716,31.830697,35.779095,35.145843,35.062382,32.762563,32.966779,35.746418,31.487204,32.729358,33.777199,33.717198,1107463,1180421,1225971,1286644,1118732,1181313,1070360,1069596,1159777,1155894,1048189,1036049,1015067,1010856,1113931,1078504,1138874,1157176,1016566,995707,987354,1036546,1025460,1042115,977839,1064572,943954,982632,973995,995794
DVU1275,58.260857,55.213597,46.600672,54.270281,53.472527,53.017786,54.69395,53.638034,52.899002,52.438049,54.225476,51.633145,47.845718,52.875691,49.959196,44.937743,49.207944,49.002722,49.841473,51.620486,50.186277,50.4675,48.565202,45.327817,50.743359,42.747492,46.153317,48.475696,46.795489,44.859027,1504462,1578644,1313988,1540527,1501155,1386768,1542130,1472783,1553773,1556695,1519540,1471599,1401987,1455370,1423984,1330483,1345469,1389027,1424207,1425430,1463869,1449589,1387452,1263989,1385738,1268443,1333985,1260550,1245603,1226351
DVU1276,207.469681,225.085048,214.53249,218.515131,222.776843,231.035636,221.195188,221.923984,225.385696,226.580387,213.976331,220.990953,224.846431,219.942928,219.597217,219.521032,228.057006,208.816371,222.916162,227.95073,224.306075,220.223631,228.844899,221.608851,223.271658,223.671884,217.761575,208.320839,213.836057,228.566157,5898450,6218089,5796267,5667360,6026722,6280810,5845376,6005034,5862850,5923097,5616594,5623247,5791822,5726480,5622120,5895231,6042864,5462185,5972861,5806660,5874578,5691619,5901512,5909311,5797298,5737159,5748838,5645025,5745008,5913916
DVU1277,13.562609,15.023452,17.278355,18.111494,14.384997,14.822547,14.650315,15.498213,14.998231,15.759889,15.206253,12.71759,13.172047,10.143574,11.204292,10.679604,12.169944,12.197941,11.283169,10.096343,11.141103,9.458967,9.320744,9.067907,8.238515,8.257529,7.39121,5.741388,5.10789,5.289155,343712,325083,380192,416891,308529,332264,325945,318558,382619,337548,333478,310302,309954,268336,249714,234176,270600,260755,265722,237835,269965,237347,234378,229797,223254,202992,203724,174043,151040,135970
DVU1278,234.614847,241.991791,236.975339,244.366382,245.075176,241.701174,232.298983,235.789853,235.01355,223.281703,234.792934,240.921679,243.538727,233.836182,237.129001,240.221496,229.192162,234.816624,244.668566,239.439385,244.383334,232.141348,233.084036,233.791706,251.015654,238.316477,249.682414,230.082857,243.774574,245.958583,6001524,6165268,6054299,6105686,6146756,6154301,6061240,6065424,6125622,5676551,5880387,5897872,5990248,5905655,5927189,5994015,5983339,5935942,6120413,6004257,5841954,5896304,5740907,5861859,5945681,6025902,6096502,5732749,5983891,5957854
DVU1279,99.539978,112.507034,90.467818,96.956257,113.618441,94.606882,95.159384,105.713203,99.598471,96.057595,96.84251,94.416286,95.455117,95.360026,93.456604,95.344749,91.030484,89.575633,96.947377,93.748443,99.386106,98.628186,89.217687,89.599638,93.589651,88.905024,83.196989,89.833875,86.592085,89.953055,2826167,2852328,2578719,2660655,2978727,2419427,2595024,2526000,2642248,2495908,2680762,2370731,2549136,2472767,2646511,2459936,2529113,2437336,2524989,2499896,2673293,2697110,2363018,2398053,2440809,2309402,2318814,2402478,2392951,2401555
DVU1280,75.795052,93.424932,89.482553,90.204361,93.100349,88.898288,91.722691,88.475184,81.851189,82.18867,83.746836,86.117204,91.658611,89.631897,83.889014,82.260251,87.110328,89.130049,80.886773,75.666742,74.144813,76.250268,79.420783,83.948207,88.005966,82.268456,83.087944,81.417031,87.128289,77.767945,2041253,2304918,2239692,2121463,2175568,2276460,2379840,2169971,2175127,2080846,2070886,2118493,2213802,2193638,2037970,2028893,2038883,2087757,2029650,1951178,2037382,2017279,2047677,2091869,2094879,1950169,1999803,1848116,2099362,1979167
DVU1281,119.169136,105.188026,112.370969,103.759168,98.849795,103.820918,101.159282,104.613101,110.888319,98.899501,98.429435,97.648779,107.168661,103.539104,96.532673,102.948962,104.160748,105.158378,94.643039,106.397393,101.202163,96.271994,97.584338,101.125281,103.450731,96.205691,87.906316,101.723539,96.945192,100.356813,2763029,2599629,2707568,2408917,2511331,2510544,2384260,2566434,2588869,2389304,2358168,2300364,2541892,2305892,2267714,2488441,2421314,2391863,2213573,2454409,2335239,2313590,2163516,2345043,2358983,2300865,2203534,2375678,2316033,2417480
DVU1282,168.283631,169.340955,170.603736,155.245763,167.102779,160.762969,154.179545,153.21223,164.250623,162.624827,164.681331,158.327452,158.706384,169.001348,148.808744,159.501195,155.054893,162.322586,154.386648,148.640646,157.034354,155.678099,140.237503,158.994939,148.84523,156.25072,147.534815,158.700586,152.714086,153.408356,4491657,4577405,4893832,4454657,4629463,4660404,4463440,4230366,4373225,4154473,4491888,4384411,4275888,4330810,4151169,4350952,4243856,4470222,4186829,4265363,4209914,4327547,4149952,4529362,4195603,4169318,3871595,4302381,4183739,4373173
DVU1283,105.637262,122.23678,105.783751,109.941471,111.510914,101.766326,111.599561,101.682988,107.664187,105.398148,112.79532,102.896163,100.443327,103.16061,99.601027,102.004783,103.057342,96.735203,99.892328,99.339316,98.652812,98.427844,100.687159,94.682675,100.477498,100.704533,101.076065,95.524463,99.485923,90.38475,2877663,3135653,2681628,2771215,2904327,2552270,2754885,2710014,2632898,2561294,2922253,2749434,2511488,2559431,2579394,2540319,2565557,2440189,2538135,2621339,2425254,2543598,2599677,2291981,2417856,2670869,2589465,2334404,2673718,2407114
DVU1284,269.75251,280.654218,292.029769,287.45579,287.609596,277.280893,277.684522,270.346401,277.667196,264.465401,262.040637,281.487854,286.022643,269.569667,273.484656,270.19746,279.431597,274.146709,275.86326,279.450506,268.196681,278.833876,284.172955,267.20812,269.768586,260.024723,262.358956,257.480061,267.276469,267.99014,7873457,7875605,8011591,8245367,8125480,8169698,8040139,7858543,7309469,7541309,7822683,7819901,7829235,7616635,7826818,7820866,7934336,7745176,7606391,7774081,7517323,7829841,7835666,7653600,7744288,7409339,7256460,7158285,7587151,7624664
DVU1285,72.053142,77.554539,73.677987,63.890079,75.917765,72.879158,71.961271,68.865436,65.07866,66.730439,69.561272,64.732451,66.359827,61.852474,66.088946,72.425614,69.646553,64.38189,65.065617,65.462453,65.635016,64.918228,63.670603,61.150489,60.312593,62.929105,63.161373,57.302738,62.088931,62.987136,2049528,2111434,1919726,1996518,2259533,2062793,1866912,2067529,1859459,1822810,1926303,1880135,1960738,1830465,1835013,2009368,1846288,1897751,2016832,1784624,1831422,1724865,1648816,1735604,1777134,1664692,1587654,1842911,1692592,1802279
DVU1286,97.650472,106.29283,99.221513,104.394552,109.281718,106.09819,104.823267,111.499464,108.083282,104.631996,106.135151,113.192606,107.320895,109.875107,108.341691,107.108879,101.897291,111.537047,107.794873,101.756204,108.33606,105.641738,103.357597,101.538804,108.274531,104.378644,99.905915,103.969725,102.495513,92.380377,3363011,3432779,3396892,3298409,3489000,3559100,3589647,3866278,3618355,3570328,3431475,3656276,3506953,3567713,3387965,3465614,3326422,3526227,3300502,3157163,3512822,3377408,3436288,3206028,3488896,3370709,3218899,3436974,3267287,2907435
DVU1287,93.248234,98.688855,99.062712,100.819464,98.076281,89.162802,92.286028,92.253324,84.329944,90.968036,86.613568,83.523227,96.758069,99.439884,92.961056,86.488843,86.663055,82.211407,86.275948,91.267371,85.459879,90.662616,92.960252,86.914631,86.318306,87.090326,82.292602,78.974409,84.589985,88.932935,2970969,2860886,2741992,2911065,2996792,2833096,2893103,2762262,2859545,2720797,2780455,2615905,2914616,2934805,2850418,2826236,2850753,2760031,2723469,2677994,2727330,2650138,2868763,2670583,2835131,2703122,2553554,2633394,2618772,2627629
DVU1288,43.412913,44.859965,41.882821,47.516222,43.543603,42.825107,47.971811,43.193033,37.860301,43.635165,34.732688,39.793673,41.57026,38.554874,43.201696,42.034855,39.72754,45.518936,40.509002,39.174336,42.724896,39.278393,34.584761,40.379548,33.56141,35.097024,41.69849,33.642728,37.229081,37.153133,1494952,1508344,1266444,1600490,1306976,1371515,1443240,1325541,1262011,1300926,1187670,1279906,1184806,1283369,1289767,1161811,1326637,1278363,1258515,1255508,1151884,1291805,1145155,1082858,1093837,1092540,1266829,1093286,1066749,1117253
DVU1289,203.372451,210.102703,200.867289,192.087629,202.041258,197.367704,204.316804,197.637516,199.68482,188.440694,198.256558,199.322922,188.496037,190.625507,196.630372,197.259493,192.727505,189.509583,188.870194,190.258752,191.35953,196.698885,192.022493,185.520706,199.338734,199.874288,191.97815,187.915429,196.252009,190.366934,5972800,5994875,5737113,5556184,5874258,5671011,5990882,5550603,6017731,5480486,5765724,5700372,5885081,5651214,5606555,5880282,5800310,5418062,5586585,5615335,5918984,5666663,5776513,5548022,5792498,5895919,5620663,5617177,5509593,5612595
DVU1290,102.823993,106.448871,96.929225,99.848087,103.846498,98.064479,98.047347,105.869656,94.887288,98.571187,101.539338,104.442616,96.906096,98.053082,94.110608,106.817915,105.221257,99.151011,98.423022,95.297144,99.207535,94.745435,103.155044,95.944885,100.19689,91.036349,96.919819,97.577569,97.436894,103.308152,3012747,3145875,2990673,2958279,2969132,2884195,2949303,3091715,3016991,2871879,3051254,3082848,2841894,2622308,2873817,3142750,3132325,3159216,2897398,2759221,2809033,3054901,3020409,2813874,2709845,2867816,2766828,2764140,2893699,2954006
DVU1291,63.818108,63.000315,65.828065,65.456843,66.239836,68.962438,67.856155,62.997702,66.089838,62.153876,64.783641,59.271252,58.180435,60.004695,60.541948,60.718291,66.568832,54.756536,65.063409,52.770153,59.289367,57.812515,57.426409,56.761917,54.670759,53.490451,53.582348,54.329257,53.077082,54.425014,1673005,1830514,1623843,1588143,1664561,1795843,1713724,1659101,1747289,1585810,1655002,1491935,1536389,1679382,1481215,1671402,1656416,1541312,1757301,1456588,1488293,1545632,1487095,1425416,1366049,1504997,1375397,1453813,1500150,1382949
DVU1292,20.740642,20.760351,20.007024,22.117098,20.579883,19.367625,18.52675,19.377664,19.27371,15.95815,15.858662,18.317124,19.267825,17.172475,19.382156,14.195788,17.475347,18.395696,13.945521,14.720948,15.370791,12.562143,15.435511,15.644004,12.096536,11.871377,11.973009,14.708369,12.16436,12.398559,608103,551662,439307,587876,487110,439652,516744,465246,458264,454157,409024,439663,455237,402788,498218,298193,363305,466954,315373,344365,387918,293859,386702,358501,316846,312029,302684,323961,330709,317945
